method,pv_level,seed,success,rmse,runtime_ms,solver,n_observed,pso_converged,pso_n_iter,pso_dH
asm_paper,0.5,900000,True,0.0009806327626526563,152.16910652816296,asm_paper_pso_ls,361,True,1,22.986129632729615
asm_paper,0.5,900001,True,0.0008750393776134667,85.45139525085688,asm_paper_pso_ls,361,True,1,20.61407257719921
asm_paper,0.5,900002,True,0.0006735090844685487,122.48510867357254,asm_paper_pso_ls,361,True,1,21.587869836550507
asm_paper,0.5,900003,True,0.002157602493126552,120.83840742707253,asm_paper_pso_ls,361,True,1,26.03279034859689
asm_paper,0.5,900004,True,0.0007852911705917011,120.97910325974226,asm_paper_pso_ls,361,True,1,21.61500336450333
asm_paper,1.0,900000,True,0.000980632762652706,180.50692975521088,asm_paper_pso_ls,361,True,2,26.11041038381962
asm_paper,1.0,900001,True,0.0008750393776132862,179.91776298731565,asm_paper_pso_ls,361,True,2,27.99818681895676
asm_paper,1.0,900002,True,0.0006735090844683945,179.45415154099464,asm_paper_pso_ls,361,True,2,27.284275807507793
asm_paper,1.0,900003,True,0.0021576024931261374,178.74422203749418,asm_paper_pso_ls,361,True,2,27.547815717926007
asm_paper,1.0,900004,True,0.0007852911705914482,274.2162048816681,asm_paper_pso_ls,361,True,3,29.347574004376494
asm_paper,2.0,900000,True,0.0009806327626526179,919.9140565469861,asm_paper_pso_ls,361,True,14,24.65948770391434
asm_paper,2.0,900001,True,0.0008750393776133899,342.35336631536484,asm_paper_pso_ls,361,True,6,26.083645278295275
asm_paper,2.0,900002,True,0.0006735090844687249,338.5541522875428,asm_paper_pso_ls,361,True,9,26.87030347839076
asm_paper,2.0,900003,True,0.0021576024931261556,361.48771457374096,asm_paper_pso_ls,361,True,10,21.005903150184874
asm_paper,2.0,900004,True,0.0007852911705915076,233.31324104219675,asm_paper_pso_ls,361,True,6,24.226893474640068
asm_paper,3.0,900000,True,0.000979458903518763,498.2411786913872,asm_paper_pso_ls,361,True,14,29.218782924907593
asm_paper,3.0,900001,True,0.0008750393776134241,2462.8867339342833,asm_paper_pso_ls,361,True,63,22.667423370659318
asm_paper,3.0,900002,True,0.0006735090844684394,644.133840687573,asm_paper_pso_ls,361,True,18,29.17366053125961
asm_paper,3.0,900003,True,0.002157602493126213,687.2491501271725,asm_paper_pso_ls,361,True,20,28.881646365470402
asm_paper,3.0,900004,True,0.0007852911705918126,2151.109945960343,asm_paper_pso_ls,361,True,56,28.91401574720953
asm_paper,5.0,900000,False,0.35182998603708626,10488.529225811362,asm_paper_pso,361,False,300,44.82066795265727
asm_paper,5.0,900001,False,0.5575961642789873,8852.131794206798,asm_paper_pso,361,False,248,65.4341067232377
asm_paper,5.0,900002,False,0.35527912763614194,10130.723400972784,asm_paper_pso,361,False,300,31.70074255970221
asm_paper,5.0,900003,False,0.2369439901810535,2391.697290353477,asm_paper_pso,361,False,70,43.31071947637909
asm_paper,5.0,900004,False,0.022664055505669776,10666.270126588643,asm_paper_pso_ls,361,False,300,68.14737974318544
asm_paper,7.0,900000,False,0.0029373987486936244,10368.193860165775,asm_paper_pso_ls,361,False,300,49.921246768472244
asm_paper,7.0,900001,False,0.3887779143526266,10564.60122950375,asm_paper_pso,361,False,300,37.67135635053494
asm_paper,7.0,900002,True,0.008853557581484019,6635.281795635819,asm_paper_pso_ls,361,True,189,29.698523484094135
asm_paper,7.0,900003,True,0.0021576024931260394,6714.438997209072,asm_paper_pso_ls,361,True,190,29.93141559798116
asm_paper,7.0,900004,False,0.2936705909133431,10381.022062152624,asm_paper_pso,361,False,300,97.21568828274025
asm_paper,10.0,900000,True,0.0043579542587780145,3753.370689228177,asm_paper_pso_ls,361,True,107,25.665059847626832
asm_paper,10.0,900001,False,0.7068464949404015,10626.294255256653,asm_paper_pso,361,False,300,80.05475443902425
asm_paper,10.0,900002,False,0.9862826752745828,10230.49697931856,asm_paper_pso,361,False,300,317.229813059785
asm_paper,10.0,900003,False,0.026325839042451258,2995.107469148934,asm_paper_pso_ls,361,False,86,227.23631686880108
asm_paper,10.0,900004,False,0.020010326664793958,4080.809592269361,asm_paper_pso_ls,361,False,115,161.126604032947
